A,B
28552073,26061766
28552073,25095794
28552073,24659240
28552073,24468877
28552073,23466394
28552073,23463005
28552073,23161999
28552073,20071342
28295625,28295625
28295625,24574503
28295625,19846850
28122627,26761717
28122627,25108167
28122627,24746855
28122627,24574503
28122627,23983262
28122627,23757764
28122627,23666528
28122627,23610405
28122627,22941029
28122627,22186024
28122627,21772323
28122627,21700325
28122627,21252228
28122627,20089925
28122627,19864570
28122627,19846850
28122627,15333840
28122627,9600990
28086931,26647156
28086931,26436904
28086931,23874151
28086931,22920859
28086931,21242314
28049533,25095794
28049533,24931606
28049533,24659240
28049533,23466394
28049533,23463005
28049533,23161999
28049533,23108585
28049533,21982369
28049533,20071342
28049533,17376993
28049533,15791003
28012041,25853980
28012041,25296989
28012041,23703938
28012041,23205266
28012041,23109146
28012041,22920859
28012041,9278044
27886407,27048443
27886407,27030592
27886407,25009275
27886407,24931606
27886407,23015436
27886407,21559417
27886407,21317042
27886407,18391963
27886407,18391962
27886407,18044695
27886407,12498954
27886407,9278044
27733604,26989132
27733604,24942732
27733604,22632969
27733604,9600990
27708076,27192565
27708076,26989132
27708076,26347034
27708076,26323479
27708076,23463005
27708076,23161999
27708076,21982369
27708076,18391963
27708076,18391962
27708076,12498954
27628239,23765500
27628239,23744071
27628239,21841800
27628239,21325059
27628239,11286556
27622765,26576561
27622765,23506036
27622765,21554732
27622765,21325059
27622765,21048992
27622765,20511551
27622765,17720159
27622765,17166628
27622765,15791003
27622765,9197268
27541985,23757764
27541985,20200163
27541985,15333840
27503075,26347034
27503075,26093169
27503075,26061766
27503075,25853980
27503075,24243558
27503075,23925565
27503075,23466394
27503075,23161999
27503075,21813214
27503075,12498954
27107797,26576561
27107797,24736453
27107797,23506036
27107797,23108585
27107797,21245015
27107797,20711177
27107797,20547124
27107797,18710400
27107797,18504291
27107797,17433296
27107797,16732273
27107797,16240369
27107797,16182554
27107797,15935098
27107797,11099416
27107797,10964613
27107797,9580157
27107797,3399080
27075649,26323479
27075649,26061766
27075649,25296989
27075649,24468877
27075649,24262191
27075649,24108358
27075649,23925565
27075649,23161999
27075649,23109146
27075649,22632969
27075649,21813214
27075649,21325059
27075649,21245577
27075649,20385841
27075649,16507759
27075649,12498954
27075649,9726379
27018801,26352473
27018801,26061766
27018801,24108358
27018801,23161999
27018801,21982369
27018801,9278044
27018801,9197268
26989132,25855634
26989132,22632969
26989132,21982369
26989132,21325059
26989132,21245577
26915902,22915117
26915902,22880029
26915902,21841800
26915902,21325059
26915902,12498954
26915902,9197268
26858591,24942732
26858591,24702516
26858591,23161999
26858591,20551914
26858591,9278044
26858591,9197268
26799377,21245577
26799377,20385841
26799377,9278044
26782965,24662516
26782965,21317042
26782965,16507759
26782965,9278044
26782965,1564476
26769968,21303699
26761717,26050140
26761717,23757764
26761717,23610405
26761717,22407749
26761717,21700325
26761717,19864570
26761717,19846850
26761717,16964263
26647156,24997849
26647156,24468877
26647156,23874151
26647156,23703938
26647156,23161999
26647156,22920859
26647156,21982369
26647156,21915101
26647156,21813214
26647156,21317042
26647156,21303699
26647156,21242314
26647156,18391963
26647156,16507759
26647156,16237129
26647156,12498954
26647156,9600990
26436904,22920859
26436904,21303699
26352473,25855634
26352473,24108358
26352473,21325059
26352473,9278044
26352473,9197268
26324905,26286986
26324905,26061766
26324905,24659240
26324905,24243558
26324905,23466394
26324905,23161999
26324905,21813214
26324905,18391963
26324905,18391962
26324905,9726379
26324905,9278044
26324905,9197268
26323479,26061766
26323479,25296989
26323479,24108358
26323479,23925565
26323479,23161999
26323479,21982369
26323479,21813214
26323479,21245577
26323479,18391963
26323479,18391962
26286986,26324905
26286986,26061766
26286986,25064009
26286986,24243558
26286986,24108358
26286986,23466394
26286986,23161999
26286986,21813214
26286986,18391963
26286986,18391962
26286986,15451224
26286986,12498954
26286986,9726379
26286986,9278044
26286986,9197268
26181201,24942732
26181201,22632969
26093169,24243558
26093169,23703938
26093169,23466394
26093169,23205266
26093169,23161999
26093169,23109146
26093169,21982369
26093169,21245577
26093169,18391963
26093169,12498954
26093169,9197268
26076669,23765500
26076669,21841800
26076669,9278044
26076669,9197268
26075822,25112864
26075822,20711464
26075822,20551914
26075822,18976489
26075822,15451224
26075822,9600990
26075822,9278044
26075822,9197268
26050140,24931606
26050140,24746855
26050140,24525765
26050140,24243558
26050140,24108358
26050140,23983262
26050140,23757764
26050140,23610405
26050140,23604588
26050140,23463005
26050140,23431141
26050140,23161999
26050140,23015436
26050140,22632969
26050140,22373667
26050140,22233220
26050140,21841800
26050140,21772323
26050140,21562258
26050140,21559417
26050140,21325059
26050140,20711464
26050140,20551914
26050140,20385841
26050140,20089925
26050140,19864570
26050140,19296921
26050140,19104149
26050140,18391963
26050140,18391962
26050140,18391961
26050140,18167537
26050140,15834418
26050140,15451224
26050140,15333840
26050140,12498954
26050140,12411925
26050140,9278044
26050140,9197268
25855634,23790379
25855634,22632969
25853980,24243558
25853980,23925565
25853980,23744071
25853980,23703938
25853980,23466394
25853980,23161999
25853980,23109146
25853980,22920859
25853980,21982369
25853980,21245577
25853980,12498954
25853980,3056461
25825709,24468877
25825709,23739956
25825709,23463005
25825709,21841800
25825709,21700325
25825709,15935098
25825709,15791003
25816357,24942732
25816357,24662516
25816357,23916651
25816357,23790379
25816357,23744071
25816357,23512373
25816357,23463005
25816357,23431141
25816357,23108585
25816357,22941029
25816357,22880029
25816357,22632969
25816357,22251432
25816357,22098189
25816357,22009045
25816357,21982369
25816357,21841800
25816357,21325059
25816357,21245577
25816357,21048992
25816357,20701279
25816357,20445061
25816357,20385841
25816357,17914185
25816357,16896109
25816357,15791003
25816357,15451224
25816357,15333840
25816357,9278044
25816357,9197268
25659148,24662516
25659148,23916651
25659148,23466394
25659148,23161999
25659148,21700325
25659148,15451224
25659148,9197268
25658425,24931606
25658425,24525765
25658425,23739956
25658425,23506036
25658425,23384597
25658425,23363402
25658425,23015436
25658425,22315722
25658425,21559417
25658425,20551914
25658425,19104149
25425650,23792198
25425650,23205266
25425650,22920859
25425650,22632969
25425650,21841800
25425650,21325059
25425650,21303699
25425650,21245577
25425650,18018486
25425650,15451224
25425650,11286556
25425650,9197268
25392495,24603074
25392495,24399444
25392495,24334770
25392495,23161999
25392495,22920859
25392495,22186024
25392495,21700325
25392495,21303699
25392495,19182805
25392495,16964263
25363075,23610405
25363075,23161999
25363075,22920859
25363075,21325059
25363075,21245577
25363075,16507759
25363075,12498954
25363075,9278044
25112864,24243558
25112864,23161999
25112864,20547124
25112864,18976489
25112864,15451224
25112864,12498954
25095794,24243558
25095794,23925565
25095794,23703938
25095794,23466394
25095794,23161999
25095794,23109146
25095794,21982369
25095794,21813214
25095794,15451224
25095794,12498954
25095794,9600990
25095794,9278044
25095794,9197268
25009275,23384597
25009275,23015436
25009275,22920859
25009275,22251432
25009275,21982369
25009275,21559417
25009275,21325059
25009275,20071342
25009275,19864570
25009275,15333840
25008355,24662516
25008355,23925565
25008355,23703938
25008355,23384597
25008355,23015436
25008355,21813214
25008355,21559417
25008355,21325059
25008355,19864570
25008355,18391963
25008355,15333840
24997849,24702516
24997849,22920859
24997849,21317042
24997849,21303699
24997849,21245577
24997849,20711177
24997849,19297401
24997849,16507759
24997849,15791003
24997849,9197268
24942732,23161999
24942732,22632969
24942732,21841800
24942732,21325059
24942732,21252228
24942732,15451224
24942732,9278044
24931606,23161999
24931606,23015436
24931606,21982369
24931606,21559417
24931606,18391963
24931606,18391962
24931606,12498954
24736453,19104149
24736453,9197268
24736453,3399080
24728187,23983262
24728187,19182805
24728187,16959795
24728187,15451224
24728187,11286556
24728187,9197268
24662516,23431141
24662516,22915117
24662516,22251432
24662516,21559417
24662516,21325059
24662516,9278044
24662516,9197268
24659240,24243558
24659240,24108358
24659240,23466394
24659240,23463005
24659240,23383169
24659240,23161999
24659240,23108585
24659240,22632969
24659240,21982369
24659240,21813214
24659240,21747756
24659240,21245577
24659240,21245015
24659240,18391963
24659240,18391962
24659240,17166628
24659240,15791003
24659240,9197268
24574503,21700325
24574503,19846850
24525765,23384597
24525765,23015436
24525765,21559417
24525765,21375481
24525765,21325059
24525765,20071342
24525765,19864570
24525765,16732273
24399444,22186024
24399444,19182805
24399444,16964263
24337465,23666528
24334770,22186024
24334770,21700325
24334770,19182805
24334770,16964263
24236103,23161999
24236103,22632969
24236103,21747756
24236103,21317042
24236103,21048992
24236103,18678243
24236103,18157654
24236103,16507759
24236103,15935098
24236103,15791003
24236103,9600990
24108358,23161999
24108358,23109146
24108358,21813214
24108358,21325059
24108358,21245577
24108358,18391963
24108358,18391962
24108358,12498954
24108358,9600990
23983262,21982369
23983262,19182805
23983262,15834418
23983262,12377775
23983262,9770561
23983262,9600990
23925565,23703938
23925565,23466394
23925565,23161999
23925565,23109146
23925565,23015436
23925565,21982369
23925565,21325059
23925565,21245577
23925565,15791003
23925565,12498954
23925565,9278044
23874151,21242314
23859557,22373667
23790379,16713924
23765500,21841800
23744071,21325059
23744071,9278044
23744071,9197268
23739956,23186369
23739956,20977765
23739956,20711177
23739956,20118279
23739956,19296921
23739956,19104149
23739956,18678243
23739956,18504291
23739956,17376993
23739956,17339843
23739956,16896109
23739956,16219675
23739956,16182554
23739956,9197268
23739956,3399080
23703938,23205266
23703938,23161999
23703938,23109146
23703938,21245577
23703938,12498954
23703938,9278044
23703938,3056461
23666528,22920859
23666528,20711464
23666528,19864570
23666528,18167537
23666528,9726379
23666528,9600990
23666528,9278044
23637226,9278044
23610405,21772323
23610405,21700325
23610405,21325059
23610405,20200163
23610405,20089925
23610405,19864570
23610405,16964263
23610405,15333840
23604588,23205266
23604588,22880029
23512373,21841800
23512373,21252228
23512373,9600990
23512373,9197268
23506036,21747756
23506036,21559417
23506036,21554732
23506036,21343881
23506036,21245015
23506036,21048992
23506036,20711177
23506036,20511551
23506036,20118279
23506036,19526281
23506036,19457162
23506036,19104149
23506036,18167537
23506036,17950926
23506036,17376993
23506036,17204153
23506036,17166628
23506036,16219675
23506036,16182554
23506036,15935098
23506036,15791003
23506036,12498954
23506036,12067227
23506036,10964613
23506036,9580157
23506036,9278044
23506036,9197268
23506036,3399080
23466394,23161999
23466394,21982369
23466394,21813214
23466394,18391963
23466394,18391962
23466394,15451224
23466394,9600990
23466394,9278044
23466394,9197268
23463005,23015436
23463005,20071342
23463005,19296921
23463005,15791003
23431141,15451224
23431141,11286556
23431141,9278044
23431141,9197268
23384597,23161999
23384597,23015436
23384597,22920859
23384597,21813214
23384597,21700325
23384597,21559417
23384597,21375481
23384597,21325059
23384597,21245577
23384597,20118279
23384597,20071342
23384597,18391963
23384597,16964263
23384597,14749292
23384597,10720273
23384597,9278044
23205266,22920859
23205266,22880029
23205266,21303699
23205266,18391963
23205266,18391962
23205266,9278044
23199590,21069833
23199590,6067254
23186369,21048992
23186369,20977765
23186369,20711177
23186369,20511551
23186369,19296921
23186369,19104149
23186369,15791003
23186369,9278044
23186369,9197268
23186369,3399080
23173708,15791003
23161999,21982369
23161999,21245577
23161999,20547124
23161999,18391962
23161999,12498954
23161999,9278044
23154633,21982369
23154633,21813214
23154633,21559417
23154633,21317042
23154633,21245577
23154633,20511551
23154633,19457162
23154633,18391963
23154633,18391962
23154633,15791003
23154633,12498954
23109146,21813214
23109146,21245577
23109146,18391963
23109146,18391962
23109146,12498954
23108585,21554732
23108585,21048992
23108585,20511551
23108585,20071342
23108585,17166628
23108585,16182554
23108585,15791003
23015436,21559417
23015436,21245577
23015436,20071342
23015436,19864570
23015436,18391963
23015436,18391962
23015436,18157654
23015436,16507759
22920859,21303699
22920859,18226468
22920859,16507759
22920859,15791003
22920859,15451224
22920859,12498954
22920859,9197268
22632969,21325059
22632969,15333840
22632969,9600990
22373667,18189141
22373667,9278044
22251432,21325059
22251432,9278044
22251432,9197268
22233220,9278044
22233220,9197268
22186024,19182805
22186024,16964263
22186024,15333840
21982369,21245577
21982369,18391963
21982369,18391962
21982369,12498954
21982369,9726379
21915101,21242314
21841800,9278044
21747756,20711177
21747756,20511551
21747756,19526281
21747756,15791003
21747756,9278044
21747756,9197268
21562258,15834418
21559417,19864570
21559417,18157654
21559417,15333840
21554732,20511551
21554732,19526281
21554732,19457162
21554732,18044695
21554732,17204153
21554732,17166628
21554732,15791003
21554732,9197268
21554732,3399080
21399908,12498954
21303699,18391963
21303699,18391962
21303699,12498954
21303699,9278044
21252228,19864570
21252228,15333840
21245577,18391963
21245577,18391962
21245577,16507759
21245577,12498954
21245577,9278044
21245577,9197268
21245015,20711177
21245015,20547124
21245015,19296921
21245015,18599350
21245015,18391963
21245015,18391962
21245015,18391961
21245015,16543934
21245015,15791003
21245015,15451224
21245015,9278044
21245015,9197268
21245015,3399080
21068151,15333840
20977765,19104149
20977765,16219675
20977765,15791003
20977765,9278044
20977765,9197268
20977765,3399080
20711464,20551914
20711464,20200163
20711464,19296921
20711464,18976489
20711464,17720159
20711464,15333840
20711464,12498954
20711464,9600990
20711464,9197268
20711177,20118279
20711177,18044695
20711177,16896109
20711177,16240369
20711177,16219675
20711177,3399080
20701279,9600990
20701279,9278044
20551914,18976489
20433710,18189141
20433710,16507759
20433710,15791003
20433710,9726379
20433710,9600990
20200163,15333840
20118279,18167537
20118279,15791003
20118279,9278044
20071342,18391963
20071342,18391962
20071342,18044695
20071342,17166628
20071342,16507759
20071342,15791003
20071342,9600990
19864570,15333840
19864570,9278044
19864570,9197268
19526281,17166628
19526281,16732273
19526281,15791003
19526281,9278044
19526281,9197268
19182805,16964263
19182805,15451224
19182805,11286556
19182805,9278044
19104149,18167537
19104149,17376993
19104149,17339843
19104149,16240369
18976489,16896109
18976489,15451224
18976489,9278044
18976489,9197268
18704197,15834418
18704197,12498954
18704197,9726379
18704197,9278044
18167537,15935098
18167537,15791003
18167537,15451224
18167537,12377775
18167537,11286556
18167537,9278044
18167537,9197268
18167537,3399080
17204153,15791003
15935098,15451224
15935098,12498954
15935098,9278044
15935098,9197268
15935098,3399080
9600990,9278044
9600990,9197268
26929929,16982195
26929929,11277298
26929929,7713836
26233581,16042812
26233581,11494184
26233581,11277298
25894561,20737542
25894561,20574039
25894561,20388604
25894561,19221191
25894561,18973258
25894561,14654205
25458148,21880615
25458148,21094944
25458148,20354902
25458148,19135478
25458148,17655480
25458148,16621565
25458148,16432700
25458148,16389084
25458148,15519333
25458148,11494184
25458148,11277298
25458148,10940402
25458148,9075002
25458148,9063277
24835473,23978691
24835473,12611998
24835473,12091559
24790168,23516062
24790168,20185314
24790168,17686633
24790168,16042812
24790168,11494184
24790168,10940402
24790168,8514809
24609821,21880615
24609821,15519333
24609821,9063277
24465708,20655606
24465708,19566273
24465708,18163154
24465708,17618701
24465708,16982195
24465708,16053531
24465708,16033650
24465708,15639397
24465708,9613733
24465708,8727526
24465708,2230833
23978691,23603517
23978691,23141636
23978691,12091559
23978691,9075002
23978691,1202204
23603517,22377431
23603517,21530728
23603517,12091559
23603517,9075002
23516062,22748312
23516062,22326059
23516062,21880615
23516062,21345241
23516062,21094944
23516062,21075935
23516062,20655606
23516062,20605097
23516062,20354902
23516062,20346453
23516062,20129786
23516062,19502060
23516062,19135478
23516062,17895436
23516062,17686633
23516062,17655480
23516062,17618701
23516062,16982195
23516062,16621565
23516062,16530203
23516062,16432700
23516062,16389084
23516062,16042812
23516062,16033650
23516062,15639397
23516062,15519333
23516062,15300651
23516062,11494184
23516062,11277298
23516062,10940402
23516062,9613733
23516062,9075002
23516062,9063277
23516062,8727526
23516062,8514809
23516062,7713836
22377431,9075002
22326059,21094944
22326059,20605097
22326059,20346453
22326059,20129786
22326059,16491406
22326059,16389084
22326059,15519333
22326059,9075002
22326059,9063277
22326059,7713836
22080998,16053531
22080998,9613733
22080998,8727526
22080998,6067254
21880615,21094944
21880615,20655606
21880615,19713694
21880615,19502060
21880615,19446294
21880615,19135478
21880615,17686633
21880615,17655480
21880615,16621565
21880615,16491406
21880615,16042812
21880615,12882986
21880615,12730255
21880615,11494184
21880615,11277298
21880615,9084350
21880615,9063277
21880615,8172506
21345241,19446294
21345241,19135478
21345241,17618701
21345241,16982195
21345241,16389084
21345241,15639397
21345241,11277298
21345241,9613733
21345241,8727526
21345241,7713836
21094944,20346453
21094944,19135478
21094944,17686633
21094944,17655480
21094944,16621565
21094944,16389084
21094944,10940402
20923910,18973258
20923910,17895436
20923910,8366265
20605097,19566273
20605097,17618701
20605097,16982195
20605097,16389084
20605097,15639397
20605097,12610686
20605097,8727526
20605097,7713836
20354902,19502060
20354902,19446294
20354902,19135478
20354902,17686633
20354902,17655480
20354902,16621565
20354902,16432700
20354902,16389084
20354902,11277298
20346453,16389084
20346453,10940402
20346453,9063277
19566273,18668626
19566273,18412621
19566273,18163154
19566273,17826461
19566273,17618701
19566273,17503027
19566273,17004944
19566273,16518128
19566273,16053531
19566273,16033650
19566273,15929090
19566273,15639397
19566273,15300651
19566273,12882986
19566273,12730255
19566273,12722162
19566273,12610686
19566273,12498954
19566273,11748737
19566273,11494184
19566273,11427288
19566273,9613733
19566273,9084350
19566273,9063277
19566273,8727526
19566273,8172506
19566273,7713836
19566273,2230833
19502060,17686633
19502060,17655480
19502060,16432700
19502060,16389084
19014631,15531176
19014631,14654205
19014631,12730255
18163154,17004944
18163154,15929090
18163154,15300651
18163154,12610686
18163154,11494184
18163154,9084350
17895436,16042812
17895436,15929090
17895436,11494184
17895436,9084350
17895436,9063277
17686633,16621565
17686633,16389084
17686633,11494184
17686633,11277298
17686633,9075002
17686633,8514809
17618701,17895436
17618701,17004944
17618701,16621565
17618701,16518128
17618701,16053531
17618701,16042812
17618701,16033650
17618701,15929090
17618701,15639397
17618701,15300651
17618701,12297254
17618701,11748737
17618701,11494184
17618701,11277298
17618701,9613733
17618701,9084350
17618701,9063277
17618701,8727526
17618701,8172506
17618701,7713836
17618701,2230833
16621565,16389084
16621565,11277298
16621565,9063277
16053531,15929090
16053531,15300651
16053531,12882986
16053531,11494184
16053531,9613733
16053531,9084350
16053531,9063277
16053531,6067254
16053531,2230833
16053531,1202204
16042812,11494184
16042812,9084350
16042812,9063277
16042812,8727526
16033650,15929090
16033650,15639397
16033650,12882986
16033650,12730255
16033650,12610686
16033650,11494184
16033650,9613733
16033650,9084350
16033650,9063277
16033650,8727526
16033650,7713836
16033650,2230833
29807534,28649610
29807534,28636593
29807534,26999434
29807534,25064009
29807534,22361232
29807534,21245015
29807534,21069833
29807534,19296921
29807534,19104149
29807534,16182554
28649603,25296989
28649603,23205266
28649603,12498954
28649603,12377775
28636593,27708076
28636593,24736453
28636593,23739956
28636593,23161999
28636593,20711177
28636593,19104149
28636593,18167537
28636593,15333840
28636593,9600990
27488222,26061766
27488222,25855634
27488222,25095794
27488222,24659240
27488222,24262191
27488222,24108358
27488222,23466394
27488222,23463005
27488222,23161999
27488222,11286556
26999434,21245015
26999434,21069833
26999434,19104149
26999434,18678243
26999434,16182554
26999434,12498954
26999434,3399080
26999434,1202204
23383169,21747756
23383169,20511551
23383169,19526281
23383169,18391963
23383169,18157654
23383169,16507759
23383169,16182554
23383169,15935098
23383169,15791003
23383169,12498954
23383169,12191486
23383169,11846609
23383169,9600990
23383169,9197268
23383169,3399080
22523201,20711177
22523201,19296921
22523201,16240369
22523201,3399080
22315722,21343881
22315722,20711177
22315722,20118279
22315722,19104149
22315722,18678243
22315722,18167537
22315722,18157654
22315722,18044695
22315722,16219675
22315722,15791003
22315722,15451224
22315722,10705937
22315722,9600990
22315722,9278044
22315722,9197268
22315722,3399080
21048992,20511551
21048992,19526281
21048992,19296921
21048992,18678243
21048992,18167537
21048992,18157654
21048992,17166628
21048992,16507759
21048992,15935098
21048992,15791003
21048992,9600990
21048992,9197268
21048992,3399080
18599350,17495632
18599350,16240369
18599350,15791003
18599350,3399080
17339843,15791003
17339843,15599609
17339843,12925360
17339843,10964613
17339843,9580157
17339843,3399080
17339843,1502878
26336525,20552060
26336525,19879594
26336525,19804548
26336525,19028709
26336525,18256123
26336525,17292982
26336525,15679994
20552060,19879594
20552060,19804548
20552060,19028709
20552060,18256123
20552060,17292982
20552060,15679994
30057745,18789909
29154141,28069311
29154141,27455348
29145629,25348409
29063562,26876718
29033893,25316019
28812536,27899610
28812536,26476454
28382000,25316019
28170441,21979788
28170441,1467557
28118852,23975817
28118852,19269371
28070747,22419278
27984541,26067594
27984541,21979788
27899610,25877637
27899610,25348409
27679561,24507191
25887539,19910308
25887539,17098774
25883770,24194598
25883770,23512712
25883770,23386971
25883770,23180794
25883770,22955990
25883770,21037262
25883770,19900953
25883770,16381825
25877637,24316577
25833344,9121555
25260700,19910308
23386971,21037262
23386971,16381825
23180794,16381825
22539670,19505943
22383036,19910308
22383036,19505943
22287627,20196867
22287627,19910308
21037262,16381825
20196867,19910308
